x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
-73167623.96854977,-31184249.134496935,21349335937.340847,55155922975.35204,-88819809942.20454,-58992414169.303795,54975587617.31091,-137134347790.62717,81465919929.13809,-207841479409.6696,-560386724151.9994,-527551502614.8572,-1270270748284.6182,-614775098925.3077,-913940862494.1895,-2689022652496.3574,-3230147612918.564,3195419374564.666
-75145737.91629557,-32231107.65615943,4909083909.767662,58902385085.020065,-81167976527.60938,-69113639222.57529,64811165631.10986,-132803924231.09431,89566765530.48137,-204463940629.8523,-557143910183.5201,-530958900715.2183,-1268748316869.1902,-617895030926.7312,-911619148209.6404,-2689809848455.779,-3231522636620.0376,3194029923547.21
-77147827.449099,-33302009.859105587,-11943592193.485718,57772466935.7801,-72367841588.64609,-78256653174.2057,74302526081.76108,-127769232060.84145,97529608603.59254,-200771765054.7939,-553880180075.757,-534346356453.957,-1267218124652.3032,-621011194980.6713,-909296752346.9719,-2690595029783.5703,-3232897069972.7666,3192639888699.807
-79173545.9321565,-34397329.39652001,-27807741453.350197,51826956559.01995,-62543582281.34145,-86291494008.61526,83399589683.47931,-122057459869.84387,105342168681.73851,-196770590577.05875,-550595655379.369,-537713741574.5134,-1265680180962.0615,-624123572074.1156,-906973676639.2356,-2691378195879.5015,-3234270912726.866,3191249270277.83
-81222507.15515289,-35517454.47561552,-41338021640.97264,41516298582.46342,-51834087248.80204,-93103901818.72264,92054414250.27011,-115699312877.9592,112992396669.59741,-192466539652.4057,-547290458425.9396,-541060928548.76636,-1264134495172.8074,-627232143214.662,-904649922819.9602,-2692159346144.8325,-3235644164632.562,3189858068536.7534
-83294273.43576106,-36662781.256449156,-51350408810.63435,27662546878.855095,-40390968728.92002,-98596994379.26962,100221435528.34102,-108728845872.24068,120468494334.23183,-187866209673.06677,-543964712323.785,-544387790581.6859,-1262581076705.0417,-630336889430.6274,-902325492623.1505,-2692938479982.317,-3237016825440.1885,3188466283732.154
-85388344.27201647,-37833703.108755596,-56927234971.370056,11412259914.641457,-28376380506.273827,-102692688374.59279,107857695092.77873,-101183280518.12299,127758933391.60901,-182976662520.2183,-540618540953.72363,-547694201615.9627,-1261019935025.347,-633437791771.1586,-900000387783.2866,-2693715596796.202,-3238388894900.191,3187073916119.71
-87504146.94607008,-39030595.13978087,-57512575555.32466,-5843532429.67514,-15960675182.368376,-105332842955.02048,114923054420.57027,-93102808023.13388,134852474152.65813,-177805413317.03717,-537252068964.8078,-550980036336.6174,-1259451079646.3076,-636534831306.3427,-897674610035.323,-2694490695992.2314,-3239760372763.124,3185680965955.2026
-89641031.1072238,-40253793.991356276,-52985190388.73677,-22582559217.800304,-3319937216.445154,-106480106965.65935,121380394321.802,-84530378163.15514,141738183692.7505,-172360418404.86353,-533865421770.0229,-554245170175.5947,-1257874520126.435,-639627989127.3202,-895348161114.6874,-2695263776977.645,-3241131258779.6523,3184287433494.515
-91798269.66991097,-41503573.957131244,-43694331888.35008,-37291574494.3053,9366569552.28322,-106118456274.0474,127195798978.43835,-75511475708.56792,148405453509.0185,-166650062565.7759,-530458725541.9592,-557489479316.3412,-1256290266070.0894,-642717246346.3969,-893021042757.2799,-2696034839161.181,-3242501552700.5513,3182893318993.6323
