x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
-48491024.78680167,-18519632.714633748,-239686610680.629,-24182469252.82991,186912599756.5556,-42376189295.51546,-183641479520.34314,-71650985083.52446,-46386700111.26428,-231796091920.55667,-603462678438.0802,-477963259756.82904,-1290759108392.2146,-570728182287.2651,-946370869183.0665,-2677791294070.886,-3210835653457.018,3214810030340.528
-50114324.88020195,-19295301.144926727,-238150364893.40424,-30168119573.21225,189025480061.05408,-33969984320.364086,-181186649723.07733,-80434748362.97078,-37972506074.077446,-233823870667.64645,-600522675860.1248,-481640493847.0887,-1289346071592.0027,-573899440881.254,-944058828263.3083,-2678606650647.132,-3212218923254.6006,3213428772304.2324
-51761731.05546866,-20090100.50994086,-236319914392.19974,-36120345141.718506,190682876779.24237,-25471330099.12868,-178327359535.75577,-89050011418.59264,-29503892390.19462,-235550829646.8696,-597560090652.7521,-485299721685.92206,-1287925144048.4116,-577067209379.353,-941746080691.6776,-2679420001461.4883,-3213601606338.9873,3212046926746.673
-53433089.67410611,-20904167.72961907,-234193950091.81204,-42031317971.955124,191882818207.62698,-16901117282.876556,-175076079263.50153,-97480575908.31496,-20992044236.601116,-236976458593.9147,-594575032828.0321,-488940804979.99243,-1286496334413.1875,-580231468479.2493,-939432628194.2302,-2680231345892.232,-3214983702458.7153,3210664493921.7363
-55128246.68717865,-21737636.62680664,-231771010300.78146,-47892991451.09163,192623928451.15842,-8280140556.689381,-171445644509.50864,-105711103366.2636,-12448073237.247042,-238100680259.51764,-591567613242.2457,-492563606098.11945,-1285059651385.5332,-583392198897.6648,-937118472497.5148,-2681040683319.1084,-3216365211362.4307,3209281474083.4126
-56847047.76003728,-22590637.946254198,-229049482359.07156,-53697063376.532104,192905419396.6001,370879296.9880762,-167449211205.93597,-113727092214.7597,-3883000031.227814,-238923841773.26385,-588537943592.1099,-496167988076.4543,-1283615103712.0288,-586549381370.46,-934803615328.5712,-2681848013123.3354,-3217746132798.8853,3207897867485.7944
-58589338.39556651,-23463299.37755682,-226027604926.81332,-59434936417.29012,192727087215.73257,9031274057.460546,-163100214724.5648,-121514854282.92874,4692262425.621294,-239446705294.835,-585486136410.9692,-499753814623.63196,-1282162700186.5547,-589702996652.7394,-932488058414.9294,-2682653334687.6035,-3219126466516.942,3206513674383.077
-60354964.056390405,-24355745.581729393,-222703471120.09805,-65097675550.16145,192089313249.8217,17680407656.041847,-158412332793.62088,-129061491120.6821,13266924799.367237,-239670438012.07233,-582412305064.9565,-503320950125.9025,-1280702449650.2131,-592853025518.9576,-930171803484.6088,-2683456647396.079,-3220506212265.5703,3205128895029.5605
-62143770.28652309,-25268098.221260857,-219075032737.73846,-70675961970.0752,190993069195.75803,26297656911.586475,-153399451951.345,-136354870355.16682,21830336535.026405,-239596601545.1325,-579316563749.119,-506869259652.23987,-1279234360991.2517,-595999448763.0248,-927854852266.116,-2684257950634.404,-3221885369793.848,3203743529679.645
-63955602.83297671,-26200475.993634384,-215140105882.077,-76160042914.25183,189439926455.93515,34862393633.22864,-148075637273.60422,-143383602299.55756,30372000216.23069,-239227140809.83224,-576199027483.5117,-510398608959.4274,-1277758443144.9822,-599142247198.413,-925537206488.4448,-2685057243789.6978,-3223263938850.963,3202357578587.835
-65790307.7678506,-27152994.66844747,-210896378350.32816,-81539676769.92691,187432069606.7285,43353968326.22403,-142455105121.4255,-150137016990.9971,38881585114.23371,-238564372420.09787,-573059812109.2588,-513908864497.123,-1276274705093.7073,-602281401658.264,-923218867881.0753,-2685854526250.56,-3224641919186.2095,3200971042008.738
-67647731.61141874,-28125767.128415078,-206341419264.4369,-86804072754.21138,184972313927.71802,51751695757.63509,-136552198664.26344,-156605141805.263,47348939918.84963,-237610972662.63245,-569899034284.5792,-517399893412.8999,-1274783155866.6392,-605416892995.496,-920899838173.9719,-2686649797407.0713,-3226019310548.9927,3199583920197.062
-69527721.45670809,-29118903.414692365,-201472691521.88953,-91941824360.89061,182064126942.37323,60034842662.16713,-130381365945.63632,-162778679770.03696,55764104647.641075,-236369965110.80463,-566716811480.7815,-520871563557.26605,-1273283804539.823,-608548702082.9109,-918580119097.5826,-2687443056650.7935,-3227396112688.8247,3198196213407.6206
-71430125.09601778,-30132510.777110595,-196287567793.56976,-96940835661.35252,178711653930.40573,68182617897.64073,-123957140269.11348,-168648988676.13702,64117321733.601166,-234844707936.94604,-563513261978.2223,-524323743488.66034,-1271776660236.0613,-611676809813.3046,-916259712382.8379,-2688234303374.7725,-3228772325355.3286,3196807921895.328
-73354791.14976507,-31166693.730082344,-190783350975.60306,-101788239424.26965,174919747371.5627,76174165393.19067,-117294122694.20357,-174208061066.49316,72399046295.31459,-233038880973.63916,-560288504862.2338,-527756302478.4271,-1270261732124.8335,-614801197099.5736,-913938619761.1501,-2689023536973.539,-3230147948298.2344,3195419045915.202
-75301569.19795609,-32221554.115099862,-184957300230.4681,-106470305880.38116,170694000273.9856,83988560271.20181,-110406966443.27759,-179448505165.60428,80599955597.0436,-230956472576.42737,-557042660019.0154,-531169110515.7679,-1268739029422.2214,-617921844874.8256,-911616842964.4126,-2689810756843.1113,-3231522981267.3823,3194029585722.362
-77270309.9144641,-33297191.170923926,-178806664041.73364,-110972340804.68774,166040783326.28854,91604808565.95535,-103310363032.00586,-184363526797.5285,88710957709.3813,-228601766338.06815,-553775848131.4944,-534562038312.6706,-1267208561390.8306,-621038734092.4889,-909294383724.9976,-2690595962380.995,-3232897424012.7217,3192639541572.03
-79260865.20415017,-34393701.61273932,-172328722073.716,-115278571419.8073,160967285790.08093,99001851007.56067,-96019029946.8249,-188946912327.8007,96723199384.04247,-225979327702.12653,-550488190675.1511,-537934957308.81726,-1265670337339.714,-624151845726.422,-906971243775.7562,-2691379152986.186,-3234271276284.3105,3191248913719.5293
-81273088.34267317,-35511179.72173564,-165520838094.2455,-119372018444.49944,155481560017.52313,106158571388.41585,-88547699703.52397,-193193012653.81717,104628073159.01694,-223093990521.3023,-547179809913.8122,-541287739676.46875,-1264124366624.2961,-627261160771.0247,-904647424850.0172,-2692160328059.1714,-3235644537832.317,3189857702420.2876
-83306834.11860263,-36649717.44675668,-158380526814.11078,-123234352427.34343,149592569435.26825,113053810080.37012,-80911110131.08792,-197096728258.95126,112417223712.69461,-219950843603.38046,-543850828895.4113,-544620258325.3283,-1262570658646.2957,-630366660241.3485,-902322928681.5862,-2692939487001.929,-3237017208407.0186,3188465907929.832
-85361958.97715607,-37809404.519842885,-150905538257.37283,-126845732329.67477,143310239780.27283,119666383322.86069,-73123995734.39848,-200653495337.74973,120082553487.68414,-216555217285.1134,-540501371447.7166,-547932386907.3818,-1261009222853.6501,-633468325173.208,-899997757004.7448,-2693716629217.934,-3238389287758.802,3187073530503.795
-87438321.1645236,-38990328.58766459,-143093964249.7852,-130184624175.45706,136645513302.81845,125975108954.0965,-65201079998.2449,-203859272992.82767,127616227606.8946,-212912670071.7054,-537131562174.02673,-551223999821.7168,-1259440068740.4392,-636566136623.2927,-897671911554.2488,-2694491754112.156,-3239760775638.164,3185680570397.908
